Evaluation date,Type of place evaluated,Commune name,Municipal section name,Neighborhood name,Name of the site,Spontaneous site type,Internally displaced households,IDPs counted,Site size in meters,Land ownership,Site creation date,Presence of IDPs?,Presence of old IDP returned?,Baby boys under 1 year old,Baby girls under a year old,Boys from 1 to 5 years old,Girls from 1 to 5 years old,Boys from 6 to 11 years old,Girls from 6 to 11 years old,Boys from 12 to 17 years old,Girls from 12 to 17 years old,People aged 60 and over,Department of origin for majority of IDPs,Municipality of origin for majority of IDPs,Municipal section of origin for IDPs,District of origin for IDPs,Date fled,Reason for fleeing,Reason why IDP chose to take refuge in this place,Is the place accessible?,Tension between displaced people and the host community?,Distribution of food received?,Health assistance,Assistance psychosocial,Assistance WASH,Distribution CASH,Education assistance,Possession of identity documents by the majority of displaced persons?,If not why ?,"What are the 3 main
security concerns in the
site?",Do boys attend school?,Do girls attend school?,Health problems,proportion vaccine cholera,Why not cholera vaccine,How much Death Cholera,Food source,Access to fertile land,Proportion of persons carrying out a subsistence activity
2023-02-17,Host community,Delmas,1re Section St Martin,Siloe,Not applicable to host communities,Not applicable to host communities,108,547,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,9,23,36,25,35,49,39,61,16,Ouest,Croix-Des-Bouquets,2ème Varreux (Marin),Bonrepos - Lizon,2022-5,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g kidnapping vol",some,some,other fever,The majority of people (around 75%),fear,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-03-07,Host community,Cité Soleil,2e Section des Varreux,Belecou,Not applicable to host communities,Not applicable to host communities,105,530,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,25,15,26,19,20,27,35,42,25,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-2,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",no,no,Yes,no,Yes,no,no,no,No office,Combat Gang time Police Abus Police,some,some,illness_peau cough infection_plaie,A few people (about 25%),fear,3,Production_Subsistance Purchase_Marche,No access to cultivable land,some
2023-02-16,Site,Port-au-Prince,3e Section Martissant,Fontamara Est,La Rochelle Mache Poisson,Site installed on an air space,105,525,Between 50 and 100 square meters,Public space / government,2021-06-01,Yes,,8,10,10,12,26,41,22,16,9,Ouest,Port-au-Prince,6ème Turgeau,Fontamara Est,2021-6,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,Yes,no,Yes,,"Ga attack, g gang gang recruitment child gang",half,half,cough diarrhee fever,Nobody,Pas_vaccin fear,,Purchase_Marche Production_Subsistance,No access to cultivable land,some
2023-03-10,Site,Port-au-Prince,1re Section Turgeau,Fort National,Place Sapatann,Site installed on an air space,105,525,Over 150 square meters,Public space / government,2023-03-01,Yes,,20,30,15,25,22,30,100,110,8,Ouest,Port-au-Prince,8ème Martissant,Fort National,2023-3,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,no,other,"Attack GA, G Fight gang gang police",some,some,diarrhee infection_plaie cough,Nobody,pas_souhait not_vaccin,,Purchase_Marche borrowing,No access to cultivable land,some
2023-02-17,Host community,Delmas,1re Section St Martin,Village HOPS - Bas Siloe,Not applicable to host communities,Not applicable to host communities,100,523,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,17,12,23,34,19,37,25,47,22,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-8,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g vol kidnapping",majority,majority,Paludism cough fever,A few people (about 25%),fear,,Purchase_Marche loan,No access to cultivable land,some
2023-02-17,Host community,Delmas,1re Section St Martin,Cite aux Cayes,Not applicable to host communities,Not applicable to host communities,130,520,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,30,40,32,45,40,60,42,60,20,Ouest,Croix-Des-Bouquets,1ère Varreux,Canaan - Jerusalem,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,"Vol Attaque GA, G Abus Police",some,some,Fivem cough illness_peau,A few people (about 25%),fear,,Purchase_Marche,No access to cultivable land,some
2023-02-15,Site,Port-au-Prince,1re Section Turgeau,La Grotte,Immaculate Church of the cave,Temple/Church,130,520,Over 150 square meters,Do not know,2022-10-01,Yes,,0,0,3,3,1,1,2,0,90,Ouest,Port-au-Prince,7ème Morne l'Hopital,Savanne Pistaches,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,other,none,none,diarrhee disease_peau fever,Nobody,pas_souhait not_vaccin,,other,No access to cultivable land,none
2023-02-17,Site,Delmas,1re Section St Martin,Aviation Militaire - Sous Piste,Building 2004,Site installed on an air space,130,520,Over 150 square meters,Public space / government,2021-07-01,Yes,,20,40,40,45,30,35,35,40,12,Ouest,Cité Soleil,2ème Varreux (Canaan - Jerusalem),Pont-Rouge - Chancerelles,2021-7,Attack/violence,Secure location closest to provenance,Yes,Yes,Yes,no,no,no,no,no,Yes,,"Attack GA, G Gang Police Combat Gang",majority,majority,Diarrhee cholera illness_peau,The majority of people (around 75%),Pas_souha was afraid,,Purchase_ borrowing borrowing,"In any case, there is no cultivable land available in the area",some
2023-02-14,Site,Delmas,1re Section St Martin,Delmas 5,Delmas 3 reception center,Community Center,111,517,Over 150 square meters,Public space / government,2022-11-01,Yes,,4,5,19,27,15,20,15,26,47,Ouest,Cité Soleil,1ère Varreux,Brouklin,2022-7,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,Yes,Yes,Yes,no,no,no,other,"Kidnapping other attack GA, G",majority,majority,Diarrhee cholera illness_peau,Do not know / no answer,,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-20,Host community,Cité Soleil,2e Section des Varreux,Soleil 1 & 2,Not applicable to host communities,Not applicable to host communities,125,510,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,10,20,25,40,30,70,60,90,30,Ouest,Cité Soleil,1ère Varreux,Soleil 1 & 2,2021-6,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,no,No office,"Attack GA, G Fight gang gang police",none,none,malnutrition cough illness_peau,A few people (about 25%),no_vaccin,5,other,No access to cultivable land,none
2023-02-16,Host community,Port-au-Prince,1re Section Turgeau,Haut La Grotte,Not applicable to host communities,Not applicable to host communities,130,500,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,15,35,10,20,10,30,30,50,80,Ouest,Port-au-Prince,10ème Thor,Savanne Pistaches,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,other,some,some,diarrhee disease_peau fever,Nobody,no_vaccin,,Purchase_ assault_hum,"In any case, there is no cultivable land available in the area",NSP
2023-02-16,Host community,Carrefour,10e Section Thor,Domaine Ideal,Not applicable to host communities,Not applicable to host communities,100,500,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,7,10,30,30,33,68,50,62,30,Ouest,Carrefour,1ère Varreux,Domaine Ideal,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",Yes,no,no,no,no,Yes,no,no, Lack of financial means,"Ga attack, g other",some,some,cholera fever cough,A few people (about 25%),fear,20,other,"In any case, there is no cultivable land available in the area",some
2023-02-21,Host community,Cité Soleil,2e Section des Varreux,Wharf Soleil,Not applicable to host communities,Not applicable to host communities,120,500,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,25,31,12,18,20,17,25,19,7,Ouest,Cité Soleil,7ème Morne l'Hopital,Wharf Soleil,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,Yes,no,no,Yes,no,Yes,,"Combat Gang Attaque GA, G",majority,majority,cholera disease_peau malnutrition,Nobody,no_vaccin,10,Purchase_ assault_hum,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Delmas,1re Section St Martin,Delmas 40b,Not applicable to host communities,Not applicable to host communities,100,500,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,20,10,20,30,40,70,30,60,5,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,kidnapping,majority,majority,illness_peau,A few people (about 25%),fear,,Barter purchase_marche borrowing,"In any case, there is no cultivable land available in the area",some
2023-02-24,Host community,Delmas,1re Section St Martin,Village Solidarite,Not applicable to host communities,Not applicable to host communities,100,500,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,28,32,18,17,23,27,65,85,14,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2021-11,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",Yes,no,no,no,no,no,no,Yes,,other,majority,majority,illness_peau cough fever,About half of the people,fear not,,Purchase_Marche,"In any case, there is no cultivable land available in the area",half
2023-03-10,Site,Port-au-Prince,1re Section Turgeau,Fort National,Apartment unops / Place Jean Charles / Place Hogedebre,Site installed on an air space,100,500,Over 150 square meters,Public space / government,2023-03-01,Yes,,10,20,20,25,15,30,40,60,35,Ouest,Port-au-Prince,6ème Turgeau,Fort National,2023-3,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,no,Lack of knowledge on the importance of documentatio,GA GA-G Combat Gang,some,some,diarrhee infection_plaie cough,Nobody,not,,Purchase_Marche borrowing seated_hum,"In any case, there is no cultivable land available in the area",NSP
2023-03-07,Host community,Carrefour,10e Section Thor,Morne-Tesserot,Not applicable to host communities,Not applicable to host communities,76,456,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,20,30,25,30,40,49,40,55,45,Ouest,Carrefour,10ème Thor,Morne-Tesserot,2021-6,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",Yes,no,no,no,no,Yes,no,Yes,,"Attack GA, G Fight gang gang police",some,some,disease_peau cholera fever,The majority of people (around 75%),fear,5,Borrow purchase_marche,No access to cultivable land,some
2023-02-19,Host community,Port-au-Prince,2e Section Morne l'Hopital,Terre-Blanche,Not applicable to host communities,Not applicable to host communities,90,450,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,20,30,15,30,20,30,30,40,30,Ouest,Port-au-Prince,7ème Morne l'Hopital,Savanne Pistaches,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,NSP,,other,some,some,cholera illness_peau disorders_psychological,Do not know / no answer,,15,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",NSP
2023-03-10,Site,Port-au-Prince,1re Section Turgeau,Fort National,Saint Michel Sauveur clinic,Health center,90,450,Over 150 square meters,Public space / government,2023-03-01,Yes,,10,20,10,20,10,10,40,60,10,Ouest,Port-au-Prince,6ème Turgeau,Fort National,2023-3,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,no,other,"Attack GA, G Fight gang gang police",some,some,diarrhee infection_plaie cough,Nobody,pas_souhait not_vaccin,,Purchase_ borrowing borrowing,No access to cultivable land,some
2023-02-15,Site,Tabarre,3e Section Bellevue,Croix-des-Missions,United National Heart School,School,149,447,Over 150 square meters,Public space / government,2022-07-01,Yes,,2,10,12,20,10,18,22,20,16,Ouest,Tabarre,3ème Bellevue,Croix-des-Missions,2022-7,Attack/violence,Secure location closest to provenance,Yes,no,no,Yes,no,no,no,Yes,no,other,"fight gang gang font attacks ga, g",some,some,Diarrhee cough fever,A few people (about 25%),fear not,,Purchase_Marche seated_hum borrowing,"In any case, there is no cultivable land available in the area",some
2023-02-16,Host community,Cité Soleil,2e Section des Varreux,Hasco - Village Democratie,Not applicable to host communities,Not applicable to host communities,86,430,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,20,18,19,15,30,23,25,47,20,Ouest,Cité Soleil,1ère Varreux,Hasco - Village Democratie,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,Yes,no,Yes,no,no,no,No office,"Gang Police Attack Ga, G Abus Police",some,some,cholera malnutrition disease_peau,A few people (about 25%),no_vaccin,2,seated_hum borrow purchase_marche,No access to cultivable land,half
2023-03-06,Host community,Delmas,1re Section St Martin,Bas Puits Blain,Not applicable to host communities,Not applicable to host communities,73,415,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,16,9,34,23,19,31,17,23,21,Ouest,Pétion-Ville,6ème Aux Cadets,Wi,2022-8,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g kidnapping vol",some,some,cough malnutrition disease_peau,Nobody,no_vaccin,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-20,Site,Cité Soleil,2e Section des Varreux,Projet Drouillard,Ecole Don Bosco,School,90,405,Over 150 square meters,To private persons,2022-11-01,Yes,,18,21,10,23,30,16,40,30,19,Ouest,Cité Soleil,1ère Varreux,Projet Drouillard,2022-11,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,no,No office,GA GA-G Combat Gang,some,some,diarrhee disease_peau malnutrition,About half of the people,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-14,Host community,Delmas,1re Section St Martin,Cite Jeremie,Not applicable to host communities,Not applicable to host communities,100,400,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,4,8,15,35,40,45,40,28,20,Ouest,Croix-Des-Bouquets,1ère Varreux,Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,FOLD FLOW FLOW arbitrary arrest,majority,majority,Disease_ PEX,Nobody,other,,Borrow purchase_marche,No access to cultivable land,half
2023-02-20,Host community,Port-au-Prince,2e Section Morne l'Hopital,Campeche,Not applicable to host communities,Not applicable to host communities,80,400,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,10,15,15,25,18,26,13,11,20,Ouest,Port-au-Prince,7ème Morne l'Hopital,Savanne Pistaches,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,Yes,no,no,no,no,no,no,NSP,,other,some,some,diarrhee disturbances_psychologies disease_peau,Do not know / no answer,,10,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
